Date,SO2,CO,O3,NO2,PM10 (cap),PM2.5,temp,rain,ws,wd,BLH,Cr,Ni,Zn,As,Pb,Mn
2019-03-20 09,0.004,0.7,0.009,0.048,98,62,12.5,0,0.6,200,146.50021,4.83,3.07,108.36,3.89,32.52,30.54
2019-03-20 10,0.004,0.8,0.01,0.054,101,64,15.1,0,0.7,110,323.60645,5.57,3.71,345.53,37.46,179.98,39.17
2019-03-20 11,0.007,0.9,0.018,0.058,118,91,16.3,0,1,160,506.1919,7.78,7.14,1085,113,553.83,82.64
2019-03-20 12,0.019,0.6,0.022,0.059,123,92,16.3,0,1.6,140,627.42017,9.23,20.08,567.58,39.43,189.06,124.94
2019-03-20 13,0.019,0.5,0.024,0.048,131,98,17.1,0,2.1,140,803.52734,6.58,36.71,228.48,16.78,68.18,87.15
2019-03-20 14,0.018,0.4,0.031,0.044,133,85,17.2,0,2.2,140,819.49097,5,25.9,177.74,17.39,64.43,36.44
2019-03-20 15,0.007,0.4,0.068,0.031,129,57,18.4,0,3.5,200,677.76855,4.53,5.73,106.63,3.53,21.06,28.77
2019-03-20 16,0.004,0.4,0.075,0.026,95,51,17.9,0,5.7,200,610.04443,4.92,3.62,94.65,2.89,19.3,29.1
2019-03-20 17,0.004,0.4,0.075,0.024,86,43,17.2,0,5.3,180,612.63184,4.62,2.96,86.58,2.75,17.29,25.17
2019-03-20 18,0.005,0.4,0.071,0.021,76,35,15.2,0,6.2,180,827.26074,2.36,2.63,53.33,2.08,12.75,16.15
2019-03-20 19,0.005,0.3,0.056,0.02,74,21,12.4,0,3,230,873.6316,1.6,1.91,24.94,0.89,7.73,9.51
2019-03-20 20,0.003,0.2,0.052,0.017,39,17,12,0,2,200,936.32275,1.18,1.43,21.36,1.02,6.39,7.54
2019-03-20 21,0.004,0.3,0.043,0.023,23,18,13,0.9,5.2,200,1083.706,1.57,1.62,22.22,1.48,5.6,6.68
2019-03-20 22,0.004,0.3,0.044,0.019,29,20,13.5,0,4.3,180,1128.8306,1.1,3.01,32.29,2.26,8.87,5.98
2019-03-20 23,0.007,0.2,0.043,0.021,29,22,12.6,0,4.1,160,1099.1741,2.21,4.25,136.97,16.71,101.83,9.77
2019-03-21 00,0.002,0.3,0.045,0.008,22,21,12.3,7.4,4.3,160,1123.3452,2.68,3.8,56.33,8.06,34.56,9.31
2019-03-21 01,0.009,0.3,0.039,0.021,31,31,13.2,0,2.9,180,1125.6306,2.04,2.32,332.31,59.06,272.83,5.26
2019-03-21 02,0.008,0.4,0.034,0.021,26,16,13.4,0,1.3,230,1072.5024,0.76,1.74,89.72,11.85,55.53,2.07
2019-03-21 03,0.003,0.4,0.039,0.015,28,4,16.1,2,3,200,921.8933,0.6,1.03,13.83,0.79,2.63,1.72
2019-03-21 04,0.003,0.2,0.045,0.012,13,7,15.9,0,1.1,110,788.9563,1.02,0.89,19.48,1.09,3.5,3.58
2019-03-21 05,0.003,0.2,0.042,0.015,13,13,17,0,1.9,180,734.1367,1.15,1.23,30.84,1.35,6.25,4.8
2019-03-21 06,0.003,0.2,0.053,0.013,25,16,18.4,0,5.3,200,771.35254,1.19,1.06,26.35,1.22,5.8,4.87
2019-03-21 07,0.002,0.2,0.054,0.011,24,15,18.7,0,4.4,250,310.96094,1.45,0.79,27.05,1.48,5.74,4.74
2019-03-21 08,0.002,0.2,0.048,0.014,20,15,19.6,0,1.4,160,200.57704,1.34,0.62,26.43,0.99,5.88,4.52
2019-03-21 09,0.002,0.3,0.044,0.019,17,11,20.7,0,1.5,250,412.61694,0.87,0.63,30.2,0.85,5.25,4.32
2019-03-21 10,0.002,0.3,0.053,0.013,20,11,20.9,0,2.6,70,837.5635,1.137802637,0.5706838,22.637522,2.22818695,6.371468694,6.200205383
2019-03-21 11,0.002,0.2,0.053,0.012,13,7,21.7,0,2.6,20,968.08276,0.423664267,0.263373695,5.024951191,0.444977288,1.821174857,2.487320913
2019-03-21 12,0.002,0.2,0.057,0.011,12,6,21.1,0,4.1,320,994.3982,1.17,0.44,36.15,0.67,2.54,2.85
2019-03-21 13,0.002,0.2,0.063,0.01,9,12,21.4,0,4.2,320,1116.2639,1.09,0.69,18.54,0.14,2.2,2.86
2019-03-21 14,0.002,0.2,0.066,0.009,7,9,20.9,0,5.2,340,1140.0884,0.73,0.48,9.73,0.48,2.69,3.48
2019-03-21 15,0.002,0.2,0.068,0.009,13,8,19.9,0,4.5,320,1197.9326,0.97,1.09,9.75,0.19,3.21,3.19
2019-03-21 16,0.002,0.2,0.068,0.009,18,9,18.8,0,4,320,1212.405,0.93,0.45,9.14,0.32,2.58,3.49
2019-03-21 17,0.002,0.2,0.063,0.009,14,7,16.8,0,4.2,320,1237.3799,1.11,0.52,10.67,0.45,2.96,4.03
2019-03-21 18,0.002,0.3,0.058,0.01,16,13,14.7,0,3.4,340,1167.4968,1.25,0.67,14.66,0.88,4.18,6.12
2019-03-21 19,0.002,0.3,0.056,0.01,24,15,13.2,0,2.3,320,1074.7834,1.32,0.56,20.98,1.12,6.14,5.65
2019-03-21 20,0.002,0.3,0.056,0.01,19,15,12.9,0,2.1,320,979.6958,0.93,0.49,30.87,1.53,6.52,5.96
2019-03-21 21,0.002,0.3,0.057,0.009,19,10,12.2,0,3.3,340,882.89404,0.9,0.19,16.33,0.92,4.52,4.79
2019-03-21 22,0.002,0.3,0.05,0.008,19,13,11.2,0,3,320,822.19775,1.11,0.37,15.22,1.45,4.32,5.36
2019-03-21 23,0.002,0.3,0.046,0.008,23,17,9.6,0,3,340,722.0093,1.09,0.41,27.6,1.8,9.17,5.63
2019-03-22 00,0.002,0.4,0.043,0.01,37,22,8.8,0,4.2,320,615.2739,0.9,0.34,23.59,1.57,6,5.55
2019-03-22 01,0.002,0.4,0.044,0.008,30,26,7.6,0,3.4,340,513.7615,1.96,0.48,22.12,1.48,6.47,5.23
2019-03-22 02,0.002,0.4,0.043,0.008,32,34,6.5,0,3.2,360,446.62646,1.42,0.3,27,1.9,9.99,6.25
2019-03-22 03,0.002,0.4,0.042,0.008,39,36,6.3,0,2.9,340,406.52734,1.41,0.5,26.23,1.85,8.14,7.62
2019-03-22 04,0.002,0.4,0.04,0.009,45,34,5.3,0,3.5,360,369.60425,2.09,0.43,31.33,1.88,8.37,9.49
2019-03-22 05,0.002,0.4,0.039,0.009,44,44,4.8,0,2.2,340,344.6018,1.66,0.46,31.5,2.1,8.93,8.64
2019-03-22 06,0.002,0.4,0.038,0.009,46,44,4.5,0,3.4,360,316.5974,1.55,0.46,34.56,2.5,9.51,9.19
2019-03-22 07,0.002,0.4,0.038,0.01,47,45,4.4,0,2.3,360,298.89062,1.58,0.4,38.87,2.7,9.89,9.08
2019-03-22 08,0.002,0.4,0.036,0.01,49,45,4.8,0,3.4,340,305.71313,1.42,0.33,45.45,2.62,10.81,9.94
2019-03-22 09,0.002,0.4,0.037,0.012,48,47,6.7,0,2.9,340,374.73975,1.45,0.42,49.88,2.67,11.92,20.8
2019-03-22 10,0.002,0.4,0.04,0.011,50,42,8.1,0,3.3,340,574.0039,2.63,0.59,71.7,3.14,12.93,35.85
2019-03-22 11,0.002,0.4,0.045,0.011,55,50,9.6,0,2.8,340,830.0283,1.8,0.66,57.91,3.7,12.5,28.81
2019-03-22 12,0.002,0.4,0.052,0.01,54,49,11,0,3,20,1150.0972,1.99,0.57,52.98,5.22,15.9,24.08
2019-03-22 13,0.002,0.4,0.058,0.01,58,49,11.7,0,2.8,50,1387.2202,1.89,0.44,40.09,4.18,14.61,16.39
2019-03-22 14,0.002,0.4,0.062,0.01,57,51,13.3,0,2.6,20,1548.1938,1.18,0.39,53.17,4.07,14.65,9.28
2019-03-22 15,0.002,0.4,0.062,0.011,57,49,12.2,0,3,50,1698.0676,1.4,0.49,35.16,7.73,17.39,8.97
2019-03-22 16,0.002,0.4,0.062,0.011,59,50,11.9,0,3,110,1695.3079,1.07,0.44,33.49,9.43,19.51,7.94
2019-03-22 17,0.002,0.4,0.062,0.011,60,47,11,0,2.9,110,1674.331,1.25,0.73,33.46,9.97,19.49,8.62
2019-03-22 18,0.002,0.4,0.059,0.013,59,50,9.9,0,2.2,90,1257.4341,1.85,0.4,30.43,10.19,21.04,7.5
2019-03-22 19,0.002,0.4,0.056,0.013,58,51,8.7,0,1,20,200.76146,0.95,0.35,31.47,12.55,22.6,6.56
2019-03-22 20,0.002,0.4,0.051,0.014,58,50,8.1,0,1.5,360,193.82742,1.29,0.3,27.55,14.51,26.61,6.4
2019-03-22 21,0.002,0.4,0.05,0.012,57,53,8.2,0,3,340,190.41516,1.74,0.57,32.88,14.16,27.37,16.56
2019-03-22 22,0.002,0.4,0.044,0.011,57,24,7.2,0,2.4,360,249.78304,0.68,0.69,54.51,3.44,16.9,11.6
2019-03-22 23,0.003,0.4,0.042,0.011,38,16,6.8,0,2.7,360,363.07666,0.71,0.45,74.92,1.59,11.05,9.19
2019-03-23 00,0.002,0.3,0.044,0.007,20,17,6.1,0,3.8,340,535.2146,1.39,0.59,61.54,1.94,10.22,12.16
2019-03-23 01,0.002,0.4,0.044,0.009,31,18,5.3,0,3.7,340,637.4287,2.12,0.4,50.95,1.13,9.94,11.93
2019-03-23 02,0.002,0.4,0.044,0.009,38,22,4.6,0,3.3,320,620.46387,1.82,0.72,41.38,1.63,11.1,12.23
2019-03-23 03,0.002,0.4,0.043,0.008,45,20,4.2,0,4.3,340,582.1492,1.23,0.54,32.67,1.45,10.6,9.62
2019-03-23 04,0.002,0.3,0.04,0.008,46,9,3.6,0,2.3,340,526.2854,1.62,0.53,35.34,2,11.39,10.31
2019-03-23 05,0.002,0.3,0.04,0.008,34,13,3.6,0,2.8,320,507.9839,1.35,0.42,27.35,2.92,11.68,7.12
2019-03-23 06,0.002,0.3,0.039,0.009,18,10,3.4,0,2.3,320,515.17676,1.04,0.36,21.74,2.82,11.92,5.45
2019-03-23 07,0.002,0.3,0.04,0.008,18,8,3.4,0,4.9,340,612.85864,1.52,0.51,23.4,2.59,10.06,5.83
2019-03-23 08,0.002,0.3,0.038,0.01,12,9,3.9,0,2.3,20,621.23755,1.22,0.31,29.75,2.79,10.31,7.42
2019-03-23 09,0.002,0.3,0.04,0.01,19,10,5.9,0,3.1,20,781.11255,1.74,0.31,38.98,2.06,10.9,12.72
2019-03-23 10,0.002,0.4,0.043,0.01,18,10,7.8,0,2.8,20,935.85034,1.18,0.19,29.33,1.6,11.31,12.17
2019-03-23 11,0.002,0.4,0.048,0.007,25,11,8.6,0,3.7,360,1064.7617,0.99,0.19,34.36,1.72,9.73,10.01
2019-03-23 12,0.002,0.4,0.05,0.006,18,8,10.4,0,2.7,340,1404.4165,0.88,0.21,27.46,1.33,7.36,6.06
2019-03-23 13,0.002,0.4,0.051,0.006,16,7,11.7,0,4,270,2487.5002,0.87,0.2,18.41,0.99,5.78,4.24
2019-03-23 14,0.002,0.4,0.051,0.006,7,6,12.4,0,2.5,290,2787.5312,0.94,0.16,11.96,1.08,3.89,2.85
2019-03-23 15,0.002,0.4,0.052,0.006,7,9,12.2,0,2.8,290,2662.0618,1.04,0.25,12.82,1.12,4.6,3.9
2019-03-23 16,0.002,0.4,0.056,0.006,11,11,11.1,0,5.3,270,2524.4822,1.16,0.16,21.23,1.48,7.28,5.02
2019-03-23 17,0.002,0.4,0.057,0.006,15,10,10.6,0,3.5,290,2070.4788,0.8,0.18,17.17,0.96,7.03,5.5
2019-03-23 18,0.002,0.3,0.059,0.006,19,19,5.8,0,4.5,320,1609.3206,0.94,0.33,24.54,0.84,7.62,6.94
2019-03-23 19,0.002,0.3,0.052,0.009,37,20,4.4,0,1.2,340,1743.2839,0.95,0.36,20.82,1.15,6.57,5.59
2019-03-23 20,0.002,0.3,0.05,0.007,19,12,4.3,0,2.6,290,1595.3989,0.58,0.29,12.17,0.8,5.74,3.65
2019-03-23 21,0.002,0.3,0.047,0.008,11,14,4.4,0,3.8,290,1441.3186,0.48,0.33,11.04,0.86,6.89,3.35
2019-03-23 22,0.002,0.3,0.045,0.008,16,12,4.2,0,2.7,290,1294.6221,0.69,0.37,12.53,1.43,8.79,3.46
2019-03-23 23,0.002,0.3,0.044,0.008,17,16,4.1,0,3.2,290,1127.4172,1.02,0.33,16.31,2.3,9.45,4
2019-03-24 00,0.003,0.4,0.039,0.016,26,14,3.6,0,2.2,290,952.7058,0.81,0.41,22.74,2.78,8.46,4.05
2019-03-24 01,0.002,0.3,0.044,0.007,17,10,3.2,0,3.6,320,786.1448,1.29,0.31,27.3,2.47,8.49,4.29
2019-03-24 02,0.002,0.4,0.043,0.007,15,9,2.8,0,2.1,320,663.9729,0.89,0.28,25.36,2.18,9.04,5.86
2019-03-24 03,0.002,0.4,0.042,0.007,17,9,1.6,0,0.6,340,570.45776,1.54,0.27,27.9,2.3,10.02,7.75
2019-03-24 04,0.002,0.4,0.042,0.007,17,12,1.1,0,1.9,20,486.85425,1.03,0.32,29.81,2.28,11.19,8.39
2019-03-24 05,0.002,0.4,0.041,0.006,17,16,0.8,0,2.5,340,409.42065,1.44,0.25,33.54,2.69,12.39,10.16
2019-03-24 06,0.002,0.4,0.039,0.007,17,13,0.7,0,1.3,360,359.01514,1.75,0.48,33.46,2.98,12.3,8.68
2019-03-24 07,0.002,0.4,0.038,0.008,18,14,1.3,0,1.1,360,312.35986,1.87,0.28,34.9,2.67,13.8,10.09
2019-03-24 08,0.002,0.4,0.038,0.009,16,14,3.1,0,2.6,360,374.9192,1.74,0.28,31.8,2.38,11.97,6.87
2019-03-24 09,0.002,0.4,0.043,0.007,23,12,4.7,0,2.8,320,587.4568,1.49,0.36,33.73,2.01,11.52,6.8
2019-03-24 10,0.002,0.4,0.045,0.007,22,15,6.7,0,2.4,340,790.67236,0.91,0.26,32.26,2.02,11.06,6.62
2019-03-24 11,0.002,0.4,0.05,0.006,19,10,7.8,0,2.5,320,963.7449,1.2,0.34,19.95,1.46,6.49,4.21
2019-03-24 12,0.002,0.4,0.051,0.006,17,9,10.3,0,1.3,90,1138.852,0.61,0.19,16.31,1.24,4.71,3.67
2019-03-24 13,0.003,0.4,0.051,0.008,14,8,11,0,3.3,180,1312.5803,0.62,0.38,15.71,1.23,4.91,3.61
2019-03-24 14,0.011,0.4,0.046,0.015,13,14,11.5,0,3.3,160,1448.8906,1.04,7.13,53.71,8.79,27.65,8.06
2019-03-24 15,0.01,0.4,0.047,0.017,28,20,11.5,0,4.1,140,1551.6775,1.62,3.1,146.79,19.78,69.3,30.35
2019-03-24 16,0.009,0.4,0.049,0.015,29,23,11.9,0,3,140,1575.7397,2.31,4.31,143.19,29.72,66.68,27.61
2019-03-24 17,0.016,0.4,0.048,0.019,37,22,11.5,0,3.4,110,1367.5435,1.62,6.06,209.6,28.68,124.19,42.05
2019-03-24 18,0.018,0.4,0.041,0.024,48,26,10.8,0,2.4,110,864.0215,1.48,5.41,141.69,18.93,79.74,26.75
2019-03-24 19,0.009,0.4,0.044,0.02,48,21,9.7,0,3,200,519.18896,1.65,2.49,91.65,11.33,39.97,9.35
2019-03-24 20,0.003,0.4,0.046,0.016,31,15,8.8,0,3.2,200,456.68335,1.77,2.06,29.77,1.8,6.61,9.35
2019-03-24 21,0.004,0.5,0.047,0.016,27,22,8.5,0,3.6,230,429.99146,2.03,1.99,32.89,1.67,6.85,8.95
2019-03-24 22,0.004,0.5,0.048,0.015,22,22,7.3,0,2.2,200,349.48804,1.44,1.77,33.89,1.5,7.16,7.48
2019-03-24 23,0.004,0.5,0.048,0.014,29,18,7.3,0,1.5,250,285.1328,1.55,1.49,29.05,1.23,6.5,6.44
2019-03-25 00,0.004,0.5,0.052,0.018,78,18,5.3,0,1.4,340,231.41356,1.71,1.58,27.4,1.44,6.34,5.81
2019-03-25 01,0.003,0.5,0.038,0.013,26,15,4.8,0,0.7,360,229.05353,2.02,1.09,27.58,1.5,7.6,5.82
2019-03-25 02,0.002,0.4,0.046,0.009,19,16,4.4,0,1.3,340,246.66168,1.2,0.64,22.13,1.49,8.84,5.49
2019-03-25 03,0.002,0.4,0.045,0.008,19,12,4.5,0,2.5,340,252.304,1.09,0.42,21.82,1.16,7.76,3.83
2019-03-25 04,0.002,0.4,0.049,0.008,22,19,4.1,0,1.3,20,237.28818,1.04,0.41,25.66,1.53,9.42,6.19
2019-03-25 05,0.002,0.4,0.05,0.007,23,20,4,0,2.8,20,224.35895,1.08,0.43,27.1,1.74,10.84,6.61
2019-03-25 06,0.002,0.4,0.05,0.009,26,23,3.9,0,2.4,320,213.24373,1.36,0.5,29.59,1.83,11.91,7.03
2019-03-25 07,0.002,0.4,0.051,0.01,27,23,3.8,0,2.9,340,219.03638,0.76,0.57,32.69,2.09,14.75,7.8
2019-03-25 08,0.002,0.4,0.051,0.011,38,27,5.5,0,2.7,340,258.44458,1.73,0.53,40.09,2.28,16.03,9.48
2019-03-25 09,0.002,0.4,0.051,0.012,43,36,8.1,0,1.3,360,329.6687,1.62,0.57,46.55,2.68,17.69,14.67
2019-03-25 10,0.003,0.4,0.059,0.013,49,52,11,0,2.6,270,438.99292,2.91,0.91,55.46,3.31,22.83,18.13
2019-03-25 11,0.003,0.4,0.068,0.009,74,48,12.1,0,2.3,290,577.2239,2.42,0.64,54.63,3.12,23.79,15.71
2019-03-25 12,0.003,0.4,0.069,0.009,75,48,14,0,1.8,200,736.66626,2.18,0.85,52.96,3.34,23.24,14.86
2019-03-25 13,0.003,0.4,0.067,0.012,77,47,14.7,0,3.5,200,890.99854,2.91,1.24,54.93,2.85,21.4,15.41
2019-03-25 14,0.009,0.5,0.057,0.024,74,45,15.6,0,2.7,160,1010.9946,2.72,1.51,59.51,2.76,18.9,17.87
2019-03-25 15,0.003,0.4,0.068,0.015,78,39,15.9,0,3.9,200,1036.5952,3.35,1.29,56.55,2.27,17.88,15.8
2019-03-25 16,0.003,0.4,0.07,0.012,69,36,15.3,0,5,200,901.5769,3.03,1.16,52.55,2.23,16.15,14.47
2019-03-25 17,0.003,0.4,0.067,0.014,59,41,14.5,0,3.4,230,775.49365,3.73,1.57,64.82,2.44,17.19,19.45
2019-03-25 18,0.003,0.4,0.061,0.017,70,44,13.7,0,3.8,230,593.34717,5.58,2.24,75.61,2.54,18.4,28.19
2019-03-25 19,0.003,0.5,0.05,0.022,69,48,12.2,0,1.9,250,468.9978,6.91,3.27,85.44,2.55,19.25,41.82
2019-03-25 20,0.003,0.5,0.05,0.021,70,49,10.4,0,1.7,230,396.7671,8.03,4.24,92.68,2.47,19.49,51.38
2019-03-25 21,0.003,0.5,0.047,0.022,65,46,9.8,0,1.5,230,324.0808,6.75,3.79,80.8,2.99,17.28,44.23
2019-03-25 22,0.004,0.5,0.054,0.018,70,54,10,0,2.4,250,258.4746,5.4,3.7,83.4,2.98,17.92,34.08
2019-03-25 23,0.005,0.6,0.058,0.017,68,62,8.9,0,2.5,270,170.89648,4.33,3.71,84.36,3.01,19.77,30.51
2019-03-26 00,0.002,0.5,0.012,0.039,36,59,8.4,0,2.4,290,125.93269,4.36,3.5,84.43,3.25,19.62,28.4
2019-03-26 01,0.004,0.5,0.052,0.016,78,67,7.9,0,2.2,290,112.21608,4.22,3.72,87.27,2.93,19.92,25.53
2019-03-26 02,0.004,0.5,0.05,0.016,83,63,8.4,0,2.1,290,105.16246,4.41,2.88,89.32,3.28,21.21,25.08
2019-03-26 03,0.003,0.6,0.047,0.015,84,61,6.9,0,0.6,160,105.94415,4.29,2.19,90.24,3.22,21.67,23.26
2019-03-26 04,0.003,0.5,0.048,0.015,78,62,7,0,1.2,320,110.754425,3.72,2.13,89.11,2.97,21.27,22.99
2019-03-26 05,0.003,0.5,0.045,0.016,81,65,6.7,0,1.5,340,113.54227,3.28,1.96,103.4,3.03,20.68,23.3
2019-03-26 06,0.003,0.5,0.048,0.014,83,56,7,0,1.7,360,111.93886,4.35,1.9,106.77,3.47,20.84,21.94
2019-03-26 07,0.003,0.5,0.039,0.022,80,51,6.6,0,0.3,299.5519714,85.72684,3.62,1.79,98.73,3.11,22.87,22.85
2019-03-26 08,0.003,0.6,0.028,0.031,76,61,9.4,0,1.2,320,112.78436,3.86,2,133.14,2.76,23.64,24.3
2019-03-26 09,0.003,0.6,0.018,0.043,85,52,11.2,0,1.5,160,367.448,3.89,1.86,136.88,3.18,23.15,24.34
2019-03-26 10,0.003,0.6,0.035,0.038,87,58,13.9,0,2.1,140,788.1345,3.51,1.74,110.03,3.24,23.36,23.78
2019-03-26 11,0.004,0.5,0.057,0.03,84,55,15.7,0,2.1,110,928.56104,3.78,1.61,106.52,4.06,27.89,24.63
2019-03-26 12,0.004,0.4,0.07,0.02,84,48,16.9,0,4.4,320,1608.896,3.16,1.23,75.07,3.21,23.05,18.16
2019-03-26 13,0.002,0.4,0.071,0.011,68,33,18.1,0,4.7,290,2241.4624,2.49,1.23,99.4,2.56,16.66,13.85
2019-03-26 14,0.002,0.4,0.07,0.011,49,33,18.8,0,4.4,290,2547.0696,2.3,1.26,73.49,2.19,14.25,12.38
2019-03-26 15,0.002,0.3,0.067,0.009,54,21,19.8,0,3.4,290,2676.2588,1.41,0.83,29.82,1.6,8.69,7.22
2019-03-26 16,0.002,0.3,0.063,0.008,37,12,19.6,0,3.8,290,2588.785,0.91,0.54,21.47,1.02,6.01,5.13
2019-03-26 17,0.002,0.3,0.062,0.008,25,12,18.9,0,4.3,290,2240.1284,1.12,0.65,20.93,0.75,6.14,4.9
2019-03-26 18,0.002,0.3,0.062,0.008,25,16,18,0,3.5,290,430.53296,1.17,0.75,21.3,0.89,6.49,5.38
2019-03-26 19,0.002,0.3,0.061,0.009,27,16,16.7,0,1.8,290,61.360077,1.1,0.65,23.16,1.26,7.07,5.67
2019-03-26 20,0.002,0.3,0.058,0.011,30,20,15.3,0,1.1,290,26.101181,1.51,0.83,25.27,1.03,7.89,5.99
2019-03-26 21,0.002,0.4,0.039,0.021,30,18,14.2,0,0.9,360,22.658615,1.19,0.67,25.55,1.15,7.77,6.31
2019-03-26 22,0.002,0.4,0.031,0.026,37,15,12.3,0,0.6,70,24.719284,1.47,0.74,26.49,1.2,8.14,6.65
2019-03-26 23,0.002,0.5,0.017,0.036,32,17,12,0,1.4,270,35.3472,1.55,0.63,37.13,1.46,8.07,8.34
2019-03-27 00,0.003,0.4,0.058,0.015,37,17,10.3,0,0.1,290.4454275,47.561996,1.53,0.81,53.66,1.83,7.67,10.77
2019-03-27 01,0.002,0.5,0.013,0.038,35,22,9.4,0,0.7,290,53.457703,2.74,1.48,51.75,1.53,8.8,17.53
2019-03-27 02,0.002,0.5,0.018,0.032,30,17,9.4,0,0.5,230,59.312653,2.41,1.62,47.17,1.48,7.77,13.32
2019-03-27 03,0.002,0.5,0.015,0.032,29,16,9.1,0,0.1,323.319226,77.59613,2.2,1.28,35.32,1.66,8.32,11.57
2019-03-27 04,0.002,0.4,0.019,0.027,36,20,10.2,0,0.4,298.1152676,124.76729,3.42,2.53,50.31,1.7,10.79,17.06
2019-03-27 05,0.002,0.4,0.03,0.02,34,25,10.7,0,0.5,180,170.36308,4.61,4.52,71.41,1.89,13.59,23.05
2019-03-27 06,0.002,0.4,0.037,0.017,33,32,11.8,0,2,250,226.60037,3.88,3.48,71.1,2.43,17.83,21.78
2019-03-27 07,0.003,0.5,0.009,0.039,38,34,12.8,0,2.4,270,131.32507,2.84,1.81,64.72,2.48,18.7,18.74
2019-03-27 08,0.004,0.6,0.031,0.04,53,31,15.3,0,2.6,270,287.07422,2.14,1.38,64.18,2.35,18.25,17.23
2019-03-27 09,0.004,0.6,0.036,0.04,65,31,16.8,0,1.9,250,589.93945,2.01,1.33,70.74,2.26,18.07,18.25
2019-03-27 10,0.004,0.4,0.068,0.02,74,28,18.4,0,3.2,230,757.8557,2.06,1.19,65.41,2.29,16.68,17.5
2019-03-27 11,0.004,0.4,0.074,0.014,64,25,20.1,0,3.8,250,879.4363,2.58,1.3,54.61,2.2,14.41,16.66
2019-03-27 12,0.003,0.4,0.076,0.012,63,28,21.9,0,3.9,230,1007.61255,2.82,1.17,47.11,1.96,13.36,16.06
2019-03-27 13,0.004,0.4,0.079,0.013,63,28,22.1,0,4.2,200,1082.3877,4.56,2.13,54.63,2,15.52,24.78
2019-03-27 14,0.004,0.4,0.088,0.013,71,38,21.6,0,6.9,200,1119.9631,4.41,2.77,63.35,2.72,19.7,27.15
2019-03-27 15,0.003,0.4,0.081,0.013,75,32,20.9,0,7.1,200,1077.3513,2.71,1.91,50.36,2.05,16.16,18.35
2019-03-27 16,0.003,0.3,0.078,0.012,65,21,20.3,0,6.9,200,998.7954,3.95,2.65,47.92,1.99,13.59,20.93
2019-03-27 17,0.002,0.3,0.071,0.013,55,24,19.6,0,5.8,200,908.24365,3.65,2.21,46.34,1.48,11.43,20.58
2019-03-27 18,0.002,0.3,0.069,0.014,45,20,18.2,0,4.7,230,838.9253,3.03,1.86,46.69,1.34,11.88,20.16
2019-03-27 19,0.002,0.3,0.067,0.015,42,23,16.9,0,4.5,200,585.5022,2.96,1.61,50.38,1.44,12.97,18.24
2019-03-27 20,0.002,0.3,0.064,0.016,44,23,16.2,0,4.4,200,504.6819,3.18,1.64,43.57,1.36,12.62,15.69
2019-03-27 21,0.002,0.4,0.064,0.015,38,23,15.6,0,2.5,230,432.4265,2.39,1.58,44.66,1.55,13.15,15.04
2019-03-27 22,0.002,0.3,0.064,0.014,37,26,15,0,1.9,200,413.86304,2.72,1.99,45.24,1.69,12.46,14.94
2019-03-27 23,0.003,0.3,0.06,0.014,33,20,14.9,0,2.3,230,369.17993,2.64,1.59,44.71,1.42,12.31,14.28
2019-03-28 00,0.004,0.2,0.044,0.014,43,20,14.6,0,1.3,360,239.33566,2.47,1.28,45.76,1.85,11.58,12.93
2019-03-28 01,0.003,0.4,0.05,0.019,34,23,13.7,0,1.7,50,139.4612,3.24,1.65,66.75,1.19,13.16,14.85
2019-03-28 02,0.003,0.3,0.052,0.012,40,27,12.5,0,2.2,20,130.72827,4.12,2.33,82.84,8.27,26.33,18.21
2019-03-28 03,0.004,0.5,0.043,0.013,57,46,11.7,0,2,360,164.37149,13.53,4.53,180.61,8.28,33.31,35.74
2019-03-28 04,0.003,0.4,0.044,0.012,78,41,11.2,0,2.8,340,208.7634,13.75,3.58,156.47,7.88,30.02,33.74
2019-03-28 05,0.003,0.4,0.042,0.012,68,44,10.4,0,0.8,360,235.05646,7.42,2.92,126.67,6.31,25.93,38.78
2019-03-28 06,0.003,0.4,0.042,0.011,64,40,10.6,0,1.4,360,189.28899,6.38,2.86,127.69,5.51,23.46,36.47
2019-03-28 07,0.002,0.4,0.044,0.013,61,41,10.7,0,1.8,360,198.12334,4.02,2.03,84.23,3.8,16.35,21.02
2019-03-28 08,0.002,0.3,0.048,0.012,60,26,10.6,0,1.8,360,589.2649,2.18,0.88,36.68,3.41,10.28,8.14
2019-03-28 09,0.002,0.3,0.046,0.013,38,15,11,0,2.6,340,863.65186,2.13,0.68,25.26,2.35,9.67,16.1
2019-03-28 10,0.002,0.3,0.052,0.012,26,22,12.2,0,2.8,50,842.5725,2.34,1.1,28.26,1.66,10.9,21.22
2019-03-28 11,0.002,0.3,0.053,0.011,36,22,11.7,0,2.6,50,832.2241,1.59,1.13,28.47,1.84,9.77,16.27
2019-03-28 12,0.002,0.3,0.055,0.01,35,19,12.7,0,3.5,90,861.2859,1.63,1,26.06,1.93,9.47,8.17
2019-03-28 13,0.002,0.2,0.054,0.01,34,9,13,0,3.6,70,835.7842,0.77,0.77,16.94,1.79,8.38,4.58
2019-03-28 14,0.002,0.2,0.053,0.01,39,10,11.8,0,4,70,765.62036,0.81,0.45,16.59,1.75,8.22,4.55
2019-03-28 15,0.002,0.2,0.053,0.01,47,15,12,0,3.2,70,697.41724,0.83,0.76,14.06,1.33,7.54,3.65
